element,name,GW,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,transfers_in,transfers_out,transfers_balance,selected,value,round,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,position,team,opponent_team,was_home,kickoff_time,fixture,team_h_score,team_a_score
579,Araujo,1,1,20,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0.0,0.03,0.03,0.54,0,22244,29309,-7065.0,2.7,55.0,1,13.2,1.2,0.0,3,1,1,DEF,Liverpool,Newcastle,False,2026-08-23T15:30:00Z,9,2.0,2.0
238,Grealish,1,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.0,0.0,0.0,0.0,0,1068,1927,-859.0,0.2,65.0,1,1.0,0.6,0.0,0,0,1,MID,Everton,Crystal Palace,True,2026-08-22T14:00:00Z,5,2.0,0.0
384,Donnarumma,1,3,90,0,0,0,1,0,0,0,0,0,3,0,12,2.7,0.0,0.0,0.0,0.65,1,28376,38804,-10428.0,8.3,55.0,1,26.8,0.0,0.0,1,4,0,GK,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
386,Bettinelli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,113,200,-87.0,0.0,45.0,1,0.0,0.0,0.0,0,0,0,GK,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
24,Nelson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,55,141,-86.0,0.0,55.0,1,0.0,0.0,0.0,0,0,0,MID,Arsenal,Coventry City,True,2026-08-21T19:00:00Z,1,3.0,0.0
33,Mings,1,1,16,0,0,0,0,0,0,0,0,0,0,0,5,0.2,0.0,0.0,0.0,0.22,0,3026,3001,25.0,0.4,45.0,1,2.0,0.0,0.0,0,0,1,DEF,Aston Villa,Brighton,False,2026-08-23T13:00:00Z,3,4.0,0.0
387,O'Reilly,1,2,62,0,0,0,1,0,0,0,0,0,0,0,5,5.0,0.07,0.41,0.48,0.55,1,58694,90045,-31351.0,21.0,65.0,1,8.8,30.4,11.0,1,5,1,DEF,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
388,Guéhi,1,10,90,1,0,0,1,0,0,0,0,0,0,2,31,8.9,0.89,0.32,1.21,0.65,1,156220,34512,121708.0,19.4,60.0,1,43.6,17.5,28.0,1,4,3,DEF,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
389,Matheus N.,1,1,33,0,0,0,0,0,0,0,0,0,0,0,4,0.9,0.0,0.04,0.04,0.1,0,2990,12268,-9278.0,1.5,60.0,1,3.8,1.5,4.0,1,2,0,DEF,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
390,Rúben,1,2,90,0,0,0,1,0,0,0,0,0,0,0,11,4.4,0.0,0.14,0.14,0.65,1,8716,10723,-2007.0,1.8,55.0,1,24.4,17.9,2.0,6,8,0,DEF,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
391,Gvardiol,1,9,90,1,0,0,1,0,0,0,0,0,0,1,28,7.8,0.19,0.05,0.24,0.65,1,186695,29138,157557.0,13.5,55.0,1,47.6,13.3,17.0,5,5,2,DEF,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
392,Aït-Nouri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2410,13998,-11588.0,0.8,55.0,1,0.0,0.0,0.0,0,0,0,DEF,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
393,Khusanov,1,2,90,0,0,0,1,0,0,0,0,0,0,0,14,2.0,0.0,0.02,0.02,0.65,1,5449,12331,-6882.0,1.7,55.0,1,17.0,3.4,0.0,2,6,2,DEF,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
394,Alleyne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,331,-331.0,0.0,50.0,1,0.0,0.0,0.0,0,0,0,DEF,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
395,Lewis,1,1,56,0,0,0,1,0,0,0,0,0,0,0,-1,4.7,0.17,0.02,0.19,0.55,1,3051,2148,903.0,0.2,45.0,1,3.8,3.8,39.0,2,0,0,DEF,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
396,Vitor Reis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,91,197,-106.0,0.0,45.0,1,0.0,0.0,0.0,0,0,0,DEF,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
397,Semenyo,1,2,90,0,0,0,1,0,0,0,0,0,0,0,16,4.6,0.06,0.02,0.08,0.65,1,40049,139541,-99492.0,24.3,85.0,1,5.8,8.9,31.0,0,4,1,MID,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
398,Foden,1,1,81,0,0,0,1,0,0,0,1,0,0,0,15,7.5,0.12,0.4,0.52,0.65,1,15924,36922,-20998.0,4.1,70.0,1,10.4,49.6,15.0,0,3,3,MID,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
399,Cherki,1,8,27,0,2,0,0,0,0,0,0,0,0,1,28,9.2,0.0,0.5,0.5,0.1,0,166811,34676,132135.0,10.4,75.0,1,39.2,48.8,4.0,0,0,0,MID,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
400,Doku,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,463,61842,-61379.0,1.3,75.0,1,0.0,0.0,0.0,0,0,0,MID,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
401,Marmoush,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,23386,16833,6553.0,1.1,70.0,1,0.0,0.0,0.0,0,0,0,FWD,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
402,Rodrigo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,766,-766.0,0.0,65.0,1,0.0,0.0,0.0,0,0,0,MID,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
404,Reijnders,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,5257,-5257.0,0.1,60.0,1,0.0,0.0,0.0,0,0,0,MID,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
405,N.Gonzalez,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1507,1487,20.0,0.2,55.0,1,0.0,0.0,0.0,0,0,0,MID,Newcastle,Liverpool,True,2026-08-23T15:30:00Z,9,2.0,2.0
406,Kovačić,1,1,27,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.0,0.01,0.01,0.1,0,715,1113,-398.0,0.1,55.0,1,2.2,2.1,0.0,0,2,0,MID,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
407,Echeverri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,85,251,-166.0,0.0,50.0,1,0.0,0.0,0.0,0,0,0,MID,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
408,Phillips,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,279,-279.0,0.0,50.0,1,0.0,0.0,0.0,0,0,0,MID,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
409,Mukasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,845,2167,-1322.0,0.2,45.0,1,0.0,0.0,0.0,0,0,0,MID,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
410,Monga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,71,247,-176.0,0.0,50.0,1,0.0,0.0,0.0,0,0,0,MID,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
411,Haaland,1,2,90,0,0,0,1,0,0,0,0,0,0,0,6,5.9,0.74,0.02,0.76,0.65,1,57317,86490,-29173.0,68.0,155.0,1,3.8,5.2,50.0,0,3,0,FWD,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
481,Anderson,1,2,62,0,0,0,1,0,0,0,0,0,0,0,14,2.8,0.0,0.25,0.25,0.55,1,7013,139170,-132157.0,6.2,64.0,1,7.2,20.8,0.0,1,3,2,MID,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
587,Rulli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,85,189,-104.0,0.0,50.0,1,0.0,0.0,0.0,0,0,0,GK,Man City,Bournemouth,True,2026-08-23T13:00:00Z,7,2.0,1.0
131,Baleba,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2198,3837,-1639.0,0.2,50.0,1,0.0,0.0,0.0,0,0,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
162,Andrey Santos,1,2,66,0,0,0,2,0,0,0,0,0,0,0,17,1.8,0.0,0.23,0.23,0.94,1,6552,13204,-6652.0,1.0,50.0,1,11.4,4.2,2.0,3,5,1,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
325,Darlow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,204,221,-17.0,0.0,45.0,1,0.0,0.0,0.0,0,0,0,GK,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
412,Lammens,1,1,90,0,0,0,2,0,0,0,0,0,2,0,7,2.0,0.0,0.0,0.0,1.01,1,27909,76626,-48717.0,15.7,50.0,1,20.2,0.0,0.0,2,8,0,GK,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
413,Bayindir,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,547,-547.0,0.0,45.0,1,0.0,0.0,0.0,0,0,0,GK,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
414,Heaton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,183,927,-744.0,0.1,40.0,1,0.0,0.0,0.0,0,0,0,GK,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
415,Dorgu,1,0,45,0,0,0,2,0,0,0,1,0,0,0,-11,0.7,0.47,0.03,0.5,0.92,1,4122,23931,-19809.0,1.1,60.0,1,0.0,1.2,16.0,1,0,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
416,De Ligt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,107,466,-359.0,0.0,50.0,1,0.0,0.0,0.0,0,0,0,DEF,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
417,Dalot,1,1,10,0,0,0,0,0,0,0,0,0,0,0,6,1.9,0.0,0.0,0.0,0.0,0,7110,27481,-20371.0,2.5,50.0,1,7.6,11.3,0.0,1,1,2,DEF,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
418,Maguire,1,1,90,0,0,0,2,0,0,0,0,0,0,0,15,7.3,0.04,0.4,0.44,1.01,1,42911,89197,-46286.0,17.1,50.0,1,25.4,28.6,19.0,4,5,0,DEF,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
419,Martinez,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6217,16474,-10257.0,1.3,50.0,1,0.0,0.0,0.0,0,0,0,DEF,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
420,Yoro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1452,9214,-7762.0,0.7,50.0,1,0.0,0.0,0.0,0,0,0,DEF,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
421,Heaven,1,1,90,0,0,0,2,0,0,0,0,0,0,0,5,2.0,0.12,0.04,0.16,1.01,1,2692,3590,-898.0,0.4,45.0,1,6.8,2.6,11.0,1,4,1,DEF,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
422,Mazraoui,1,1,79,0,0,0,2,0,0,0,0,0,0,0,8,5.6,0.22,0.05,0.27,1.01,1,5009,5318,-309.0,0.7,45.0,1,17.4,29.4,9.0,4,3,1,DEF,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
423,Shaw,1,1,90,0,0,0,2,0,0,0,0,0,0,0,13,9.0,0.0,0.26,0.26,1.01,1,35316,100569,-65253.0,19.7,45.0,1,25.2,59.2,6.0,3,3,1,DEF,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
424,Amass,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,799,1745,-946.0,0.2,40.0,1,0.0,0.0,0.0,0,0,0,DEF,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
426,B.Fernandes,1,2,90,0,0,0,2,0,0,0,0,0,0,0,18,9.3,0.08,0.26,0.34,1.01,1,39250,190750,-151500.0,48.5,120.0,1,20.2,55.4,17.0,1,5,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
427,Mbeumo,1,2,90,0,0,0,2,0,0,0,0,0,0,0,12,8.7,0.5,0.23,0.73,1.01,1,65812,178339,-112527.0,36.0,80.0,1,9.6,28.1,49.0,0,4,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
428,Cunha,1,2,79,0,0,0,2,0,0,0,0,0,0,0,14,6.9,0.24,0.21,0.45,1.01,1,22395,78093,-55698.0,9.5,80.0,1,5.4,28.2,35.0,0,3,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
429,Rashford,1,1,45,0,0,0,0,0,0,0,0,0,0,0,9,6.4,0.0,0.1,0.1,0.09,0,12942,19006,-6064.0,1.7,70.0,1,11.6,48.6,4.0,0,1,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
430,Mount,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,32,633,-601.0,0.0,55.0,1,0.0,0.0,0.0,0,0,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
431,Amad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1527,47058,-45531.0,1.1,59.0,1,0.0,0.0,0.0,0,0,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
432,Mainoo,1,1,23,0,0,0,0,0,0,0,0,0,0,0,7,0.7,0.07,0.01,0.08,0.07,0,2994,12121,-9127.0,1.0,55.0,1,2.8,2.5,2.0,0,1,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
433,Ugarte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,22,81,-59.0,0.0,50.0,1,0.0,0.0,0.0,0,0,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
434,J.Fletcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,40,152,-112.0,0.0,50.0,1,0.0,0.0,0.0,0,0,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
435,Lacey,1,1,10,0,0,0,0,0,0,0,0,0,0,0,3,0.1,0.0,0.0,0.0,0.0,0,286,512,-226.0,0.0,50.0,1,0.2,0.6,0.0,0,1,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
436,Collyer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,57,211,-154.0,0.0,50.0,1,0.0,0.0,0.0,0,0,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
437,Bendito Mantato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,903,2141,-1238.0,0.2,45.0,1,0.0,0.0,0.0,0,0,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
438,Fletcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1217,3556,-2339.0,0.3,45.0,1,0.0,0.0,0.0,0,0,0,MID,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
439,Šeško,1,1,23,0,0,0,0,0,0,0,0,0,0,0,2,0.9,0.04,0.0,0.04,0.07,0,25388,13085,12303.0,1.8,70.0,1,0.0,0.5,9.0,0,0,0,FWD,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
440,Zirkzee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1875,11169,-9294.0,0.5,55.0,1,0.0,0.0,0.0,0,0,0,FWD,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
441,Obi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,5593,10153,-4560.0,1.1,45.0,1,0.0,0.0,0.0,0,0,0,FWD,Man Utd,Hull City,False,2026-08-22T11:30:00Z,6,2.0,0.0
442,Pope,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2386,10366,-7980.0,1.3,50.0,1,0.0,0.0,0.0,0,0,0,GK,Newcastle,Liverpool,True,2026-08-23T15:30:00Z,9,2.0,2.0
443,Gillespie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,152,199,-47.0,0.0,45.0,1,0.0,0.0,0.0,0,0,0,GK,Newcastle,Liverpool,True,2026-08-23T15:30:00Z,9,2.0,2.0
454,Elanga,1,9,75,1,0,0,1,0,0,0,0,0,0,2,31,6.9,0.22,0.01,0.23,1.94,1,75502,9667,65835.0,1.9,60.0,1,37.4,3.5,28.0,1,1,0,MID,Newcastle,Liverpool,True,2026-08-23T15:30:00Z,9,2.0,2.0
465,Osula,1,4,55,0,1,0,1,0,0,0,0,0,0,0,18,5.0,0.06,0.14,0.2,1.48,1,20263,18059,2204.0,1.0,60.0,1,28.2,13.7,8.0,2,2,1,FWD,Newcastle,Liverpool,True,2026-08-23T15:30:00Z,9,2.0,2.0
482,Hudson-Odoi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,638,4320,-3682.0,0.2,60.0,1,0.0,0.0,0.0,0,0,0,MID,Nott'm Forest,Leeds,True,2026-08-22T14:00:00Z,4,0.0,1.0
483,Ndoye,1,3,61,0,0,1,0,0,0,0,0,0,0,0,5,0.4,0.0,0.0,0.0,0.25,1,1108,4100,-2992.0,0.4,55.0,1,1.4,2.5,0.0,1,1,1,MID,Nott'm Forest,Leeds,True,2026-08-22T14:00:00Z,4,0.0,1.0
498,Senesi,1,3,90,0,0,0,3,0,0,0,0,0,0,0,10,3.9,0.0,0.02,0.02,3.87,1,13733,52624,-38891.0,7.7,60.0,1,36.6,2.2,0.0,11,2,5,DEF,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
499,Pedro Porro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,14530,295207,-280677.0,13.6,55.0,1,0.0,0.0,0.0,0,0,0,DEF,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
510,Rowswell,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,292,609,-317.0,0.1,40.0,1,0.0,0.0,0.0,0,0,0,DEF,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
511,Souza,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1042,2350,-1308.0,0.3,40.0,1,0.0,0.0,0.0,0,0,0,DEF,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
521,Kulusevski,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,69,214,-145.0,0.0,65.0,1,0.0,0.0,0.0,0,0,0,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
550,Jocelin.T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,47,86,-39.0,0.0,50.0,1,0.0,0.0,0.0,0,0,0,MID,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
551,Angulo,1,5,58,1,0,0,1,0,0,0,1,0,0,0,23,5.2,0.15,0.01,0.16,1.66,1,4415,1166,3249.0,0.1,50.0,1,32.8,3.3,16.0,1,5,1,MID,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
552,Brobbey,1,2,66,0,0,0,1,0,0,0,0,0,0,0,1,1.1,0.3,0.0,0.3,1.69,1,31713,94669,-62956.0,13.0,60.0,1,0.0,1.5,9.0,0,0,0,FWD,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
557,Tzolis,1,6,75,0,1,1,0,0,0,0,0,0,0,0,30,8.7,0.19,0.14,0.33,0.06,1,201603,44504,157099.0,26.0,65.0,1,17.0,39.8,30.0,2,3,1,MID,Arsenal,Coventry City,True,2026-08-21T19:00:00Z,1,3.0,0.0
28,Martinez,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,10741,48614,-37873.0,4.1,50.0,1,0.0,0.0,0.0,0,0,0,GK,Chelsea,Fulham,False,2026-08-24T19:00:00Z,10,2.0,3.0
29,M.Bizot,1,1,90,0,0,0,4,0,0,0,0,0,3,0,1,2.8,0.0,0.0,0.0,3.77,1,693,710,-17.0,0.1,45.0,1,28.2,0.0,0.0,2,6,0,GK,Aston Villa,Brighton,False,2026-08-23T13:00:00Z,3,4.0,0.0
34,Pau,1,0,73,0,0,0,4,0,0,0,0,0,0,0,-14,0.0,0.0,0.0,0.0,3.55,1,1755,4275,-2520.0,0.4,45.0,1,0.0,0.7,0.0,5,1,0,DEF,Aston Villa,Brighton,False,2026-08-23T13:00:00Z,3,4.0,0.0
35,Bogarde,1,1,16,0,0,0,0,0,0,0,0,0,0,0,3,0.3,0.0,0.0,0.0,0.22,0,585,831,-246.0,0.1,50.0,1,2.2,0.5,0.0,1,0,0,MID,Aston Villa,Brighton,False,2026-08-23T13:00:00Z,3,4.0,0.0
36,Maatsen,1,0,81,0,0,0,4,0,0,0,0,0,0,0,-9,1.3,0.03,0.0,0.03,3.62,1,2376,7438,-5062.0,0.8,45.0,1,9.2,0.8,3.0,7,2,2,DEF,Aston Villa,Brighton,False,2026-08-23T13:00:00Z,3,4.0,0.0
37,Lindelöf,1,-2,90,0,0,0,4,1,0,0,0,0,0,0,-13,0.2,0.0,0.0,0.0,3.77,1,1656,3476,-1820.0,0.3,45.0,1,1.8,0.1,0.0,3,1,0,DEF,Aston Villa,Brighton,False,2026-08-23T13:00:00Z,3,4.0,0.0
39,Nedeljkovic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,6410,-6410.0,0.2,40.0,1,0.0,0.0,0.0,0,0,0,DEF,Aston Villa,Brighton,False,2026-08-23T13:00:00Z,3,4.0,0.0
41,Buendía,1,2,85,0,0,0,4,0,0,0,0,0,0,0,4,2.2,0.13,0.09,0.22,3.62,1,4371,17523,-13152.0,1.2,60.0,1,0.0,16.3,8.0,3,3,1,MID,Aston Villa,Brighton,False,2026-08-23T13:00:00Z,3,4.0,0.0
44,Bailey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,901,2306,-1405.0,0.1,55.0,1,0.0,0.0,0.0,0,0,0,MID,Aston Villa,Brighton,False,2026-08-23T13:00:00Z,3,4.0,0.0
6,Saliba,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,788,6265,-5477.0,0.3,60.0,1,0.0,0.0,0.0,0,0,0,DEF,Arsenal,Coventry City,True,2026-08-21T19:00:00Z,1,3.0,0.0
7,Lewis-Skelly,1,3,90,0,0,1,0,0,0,0,0,0,0,0,15,4.1,0.06,0.11,0.17,0.2,1,8405,7709,696.0,0.7,55.0,1,11.0,22.9,7.0,1,5,1,MID,Arsenal,Coventry City,True,2026-08-21T19:00:00Z,1,3.0,0.0
8,Calafiori,1,9,80,0,1,1,0,0,0,0,0,0,0,0,31,4.2,0.04,0.09,0.13,0.06,1,278570,34684,243886.0,41.6,56.0,1,26.0,12.2,4.0,4,1,1,DEF,Arsenal,Coventry City,True,2026-08-21T19:00:00Z,1,3.0,0.0
9,Hincapie,1,1,9,0,0,0,0,0,0,0,0,0,0,0,3,0.1,0.0,0.0,0.0,0.15,0,3510,36007,-32497.0,1.5,54.0,1,0.4,0.5,0.0,0,0,0,DEF,Arsenal,Coventry City,True,2026-08-21T19:00:00Z,1,3.0,0.0
10,White,1,11,90,0,1,1,0,0,0,0,0,0,0,2,37,7.3,0.18,0.21,0.39,0.2,1,121537,20236,101301.0,6.5,55.0,1,33.2,26.8,13.0,4,3,1,DEF,Arsenal,Coventry City,True,2026-08-21T19:00:00Z,1,3.0,0.0
11,Mosquera,1,6,90,0,0,1,0,0,0,0,0,0,0,0,27,1.5,0.0,0.0,0.0,0.2,1,13722,36312,-22590.0,5.8,55.0,1,14.4,0.6,0.0,6,3,0,DEF,Arsenal,Coventry City,True,2026-08-21T19:00:00Z,1,3.0,0.0
12,Saka,1,9,67,1,0,1,0,0,0,0,0,0,0,1,36,10.2,0.64,0.08,0.72,0.06,1,77206,28185,49021.0,10.4,95.0,1,42.8,26.1,33.0,2,4,1,MID,Arsenal,Coventry City,True,2026-08-21T19:00:00Z,1,3.0,0.0
13,Rice,1,3,67,0,0,1,0,0,0,0,0,0,0,0,10,1.5,0.07,0.08,0.15,0.06,1,32020,131890,-99870.0,17.1,75.0,1,6.8,6.4,2.0,3,3,0,MID,Arsenal,Coventry City,True,2026-08-21T19:00:00Z,1,3.0,0.0
18,Martinelli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1144,6190,-5046.0,0.2,64.0,1,0.0,0.0,0.0,0,0,0,MID,Arsenal,Coventry City,True,2026-08-21T19:00:00Z,1,3.0,0.0
1,Raya,1,6,90,0,0,1,0,0,0,0,0,0,1,0,24,1.2,0.0,0.0,0.0,0.2,1,91769,68530,23239.0,38.3,60.0,1,11.8,0.0,0.0,1,8,0,GK,Arsenal,Coventry City,True,2026-08-21T19:00:00Z,1,3.0,0.0
